Time,Noisy Signal,Clean Signal
150.3499,2254,2529
150.3999,2451,2608
150.4499,2182,2679
150.4999,2438,2739
150.5499,2996,2789
150.5999,2401,2826
150.6499,2330,2852
150.6999,2829,2865
150.7499,2715,2865
150.7999,2957,2852
150.8499,2582,2826
150.8999,2646,2789
150.9499,2105,2739
150.9999,2097,2679
151.0499,3010,2608
151.0999,2283,2529
151.1499,2022,2442
151.1999,2548,2349
151.2499,2659,2251
151.2999,2266,2150
151.3499,1662,2048
151.3999,1373,1945
151.4499,2299,1844
151.4999,1381,1746
151.5499,1268,1653
151.5999,1599,1566
151.6499,1146,1487
151.6999,1848,1416
151.7499,1610,1356
151.7999,1444,1306
151.8499,931,1269
151.8999,1365,1243
151.9499,1759,1230
151.9999,851,1230
152.0499,942,1243
152.0999,3463,1269
152.1499,1860,1306
152.1999,1289,1356
152.2499,4095,1416
152.2999,1734,1487
152.3499,1631,1566
152.3999,2109,1653
152.4499,1163,1746
152.4999,2467,1844
152.5499,2113,1945
152.5999,1982,2048
152.6499,2192,2150
152.6999,2590,2251
152.7499,4045,2349
152.7999,2623,2442
152.8499,2398,2529
152.8999,2702,2608
152.9499,2804,2679
152.9999,1344,2739
153.0499,3023,2789
153.0999,2986,2826
153.1499,2626,2852
153.1999,2795,2865
153.2499,3093,2865
153.2999,2511,2852
153.3499,3214,2826
153.3999,2634,2789
153.4499,922,2739
153.4999,2832,2679
153.5499,3039,2608
153.5999,3549,2529
153.6499,2276,2442
153.6999,2286,2349
153.7499,2692,2251
153.7999,2109,2150
153.8499,2241,2047
153.8999,1826,1945
153.9499,2185,1844
153.9999,1519,1746
154.0499,1789,1653
154.0999,1265,1566
154.1499,1456,1487
154.1999,1773,1416
154.2499,1101,1356
154.2999,0,1306
154.3499,1750,1269
154.3999,479,1243
154.4499,1608,1230
154.4999,1542,1230
154.5499,1166,1243
154.5999,1232,1269
154.6499,952,1306
154.6999,2523,1356
154.7499,1050,1416
154.7999,1391,1487
154.8499,0,1566
154.8999,2170,1653
154.9499,1343,1746
154.9999,1578,1844
155.0499,1539,1945
155.0999,1785,2047
155.1499,2499,2150
155.1999,2391,2251
155.2499,1716,2349
155.2999,2740,2442
155.3499,2805,2529
155.3999,2900,2608
155.4499,2896,2679
155.4999,2932,2739
155.5499,2799,2789
155.5999,3461,2826
155.6499,3033,2852
155.6999,3531,2865
155.7499,2789,2865
155.7999,2554,2852
155.8499,2588,2826
155.8999,2294,2789
155.9499,3364,2739
155.9999,2419,2679
156.0499,2636,2608
156.0999,2233,2529
156.1499,1625,2442
156.1999,2781,2349
156.2499,2431,2251
156.2999,1581,2150
156.3499,2029,2048
156.3999,1405,1945
156.4499,1628,1844
156.4999,2006,1746
156.5499,2011,1653
156.5999,1861,1566
156.6499,33,1487
156.6999,856,1416
156.7499,1553,1356
156.7999,1480,1306
156.8499,1816,1269
156.8999,2163,1243
156.9499,1310,1230
156.9999,1192,1230
157.0499,1111,1243
157.0999,916,1269
157.1499,1180,1306
157.1999,520,1356
157.2499,1190,1416
157.2999,1663,1487
157.3499,1606,1566
157.3999,924,1653
157.4499,1500,1746
157.4999,2131,1844
157.5499,1933,1945
157.5999,2701,2047
157.6499,1550,2150
157.6999,2275,2251
157.7499,1991,2349
157.7999,2536,2442
157.8499,2917,2529
157.8999,2122,2608
157.9499,2298,2679
157.9999,3021,2739
158.0499,3097,2789
158.0999,2746,2826
158.1499,2935,2852
158.1999,2743,2865
158.2499,3626,2865
158.2999,46,2852
158.3499,3072,2826
158.3999,2992,2789
158.4499,2737,2739
158.4999,3254,2679
158.5499,2281,2608
158.5999,2732,2529
158.6499,2305,2442
158.6999,2447,2349
158.7499,2775,2251
158.7999,2214,2150
158.8499,1063,2048
158.8999,1871,1945
158.9499,1322,1844
158.9999,3004,1746
159.0499,1787,1653
159.0999,1279,1566
159.1499,1504,1487
159.1999,2693,1416
159.2499,734,1356
159.2999,1340,1306
159.3499,1187,1269
159.3999,870,1243
159.4499,648,1230
159.4999,1354,1230
159.5499,1174,1243
159.5999,663,1269
159.6499,1625,1306
159.6999,1977,1356
159.7499,1081,1416
159.7999,3499,1487
159.8499,1954,1566
159.8999,1666,1653
159.9499,1422,1746
159.9999,773,1844
160.0499,1843,1945
160.0999,1454,2047
160.1499,2790,2150
160.1999,2236,2251
160.2499,2253,2349
160.2999,2954,2442
160.3499,2655,2529
160.3999,2775,2608
160.4499,2677,2679
160.4999,2500,2739
160.5499,2516,2789
160.5999,2607,2826
160.6499,2485,2852
160.6999,2209,2865
160.7499,2116,2865
160.7999,2552,2852
160.8499,2520,2826
160.8999,3147,2789
160.9499,3097,2739
160.9999,2932,2679
161.0499,2307,2608
161.0999,2972,2529
161.1499,2387,2442
161.1999,2747,2349
161.2499,2532,2251
161.2999,2528,2150
161.3499,2002,2047
161.3999,2067,1945
161.4499,1569,1844
161.4999,1973,1746
161.5499,1427,1653
161.5999,1410,1566
161.6499,1144,1487
161.6999,1966,1416
161.7499,1808,1356
161.7999,1491,1306
161.8499,1809,1269
161.8999,1150,1243
161.9499,2175,1230
161.9999,1234,1230
162.0499,978,1243
162.0999,1454,1269
162.1499,1426,1306
162.1999,1053,1356
162.2499,1575,1416
162.2999,1229,1487
162.3499,1258,1566
162.3999,1535,1653
162.4499,1693,1746
162.4999,3783,1844
162.5499,1412,1945
162.5999,1944,2048
162.6499,1677,2150
162.6999,1294,2251
162.7499,3243,2349
162.7999,2568,2442
162.8499,2333,2529
162.8999,2198,2608
162.9499,3974,2679
162.9999,2438,2739
163.0499,2595,2789
163.0999,3342,2826
163.1499,2294,2852
163.1999,3000,2865
163.2499,3209,2865
163.2999,2073,2852
163.3499,2470,2826
163.3999,3111,2789
163.4499,2668,2739
163.4999,2889,2679
163.5499,2591,2608
163.5999,2585,2529
163.6499,0,2442
163.6999,1984,2349
163.7499,2306,2251
163.7999,1933,2150
163.8499,2785,2047
163.8999,1728,1945
163.9499,2535,1844
163.9999,1919,1746
164.0499,1873,1653
164.0999,1975,1566
164.1499,2063,1487
164.1999,1671,1416
164.2499,899,1356
164.2999,831,1306
164.3499,1575,1269
164.3999,596,1243
164.4499,1398,1230
164.4999,1137,1230
164.5499,1550,1243
164.5999,0,1269
164.6499,1074,1306
164.6999,1399,1356
164.7499,1721,1416
164.7999,1200,1487
164.8499,1797,1566
164.8999,1195,1653
164.9499,1849,1746
164.9999,2164,1844
165.0499,2294,1945
165.0999,1383,2048
165.1499,2353,2150
165.1999,1854,2251
165.2499,2541,2349
165.2999,2574,2442
165.3499,2720,2529
165.3999,2197,2608
165.4499,2889,2679
165.4999,2242,2739
165.5499,3291,2789
165.5999,2982,2826
165.6499,3051,2852
165.6999,2900,2865
165.7499,2482,2865
165.7999,2639,2852
165.8499,2673,2826
165.8999,3011,2789
165.9499,2705,2739
165.9999,2242,2679
166.0499,2762,2608
166.0999,2597,2529
166.1499,2452,2442
166.1999,2417,2349
166.2499,1960,2251
166.2999,2681,2150
166.3499,2606,2047
166.3999,2021,1945
166.4499,1538,1844
166.4999,1701,1746
166.5499,2086,1653
166.5999,1023,1566
166.6499,1759,1487
166.6999,1411,1416
166.7499,1495,1356
166.7999,1213,1306
166.8499,1381,1269
166.8999,1577,1243
166.9499,1151,1230
166.9999,1810,1230
167.0499,1760,1243
167.0999,1006,1269
167.1499,1304,1306
167.1999,1454,1356
167.2499,1187,1416
167.2999,1962,1487
167.3499,1392,1566
167.3999,2533,1653
167.4499,1491,1746
167.4999,1933,1844
167.5499,1974,1945
167.5999,1611,2047
167.6499,2207,2150
167.6999,2247,2251
167.7499,2830,2349
167.7999,2730,2442
167.8499,2532,2529
167.8999,2979,2608
167.9499,2274,2679
167.9999,2090,2739
168.0499,2250,2789
168.0999,3012,2826
168.1499,2713,2852
168.1999,2866,2865
168.2499,3117,2865
168.2999,2143,2852
168.3499,2547,2826
168.3999,2330,2789
168.4499,2123,2739
168.4999,2668,2679
168.5499,4095,2608
168.5999,1678,2529
168.6499,2824,2442
168.6999,2662,2349
168.7499,2813,2251
168.7999,4095,2150
168.8499,2077,2048
168.8999,1814,1945
168.9499,2626,1844
168.9999,2663,1746
169.0499,0,1653
169.0999,1469,1566
169.1499,1754,1487
169.1999,0,1416
169.2499,1024,1356
169.2999,1410,1306
169.3499,144,1269
169.3999,1571,1243
169.4499,1417,1230
169.4999,570,1230
169.5499,1187,1243
169.5999,1391,1269
169.6499,1435,1306
169.6999,1027,1356
169.7499,1848,1416
169.7999,1310,1487
169.8499,1684,1566
169.8999,1406,1653
169.9499,2593,1746
169.9999,2192,1844
170.0499,2399,1945
170.0999,2082,2047
170.1499,1423,2150
170.1999,2907,2251
170.2499,2218,2349
170.2999,2190,2442
170.3499,2706,2529
170.3999,2827,2608
170.4499,2128,2679
170.4999,3056,2739
170.5499,2865,2789
170.5999,3234,2826
170.6499,2855,2852
170.6999,2995,2865
170.7499,2388,2865
170.7999,2440,2852
170.8499,3085,2826
170.8999,1662,2789
170.9499,4095,2739
170.9999,3882,2679
171.0499,2635,2608
171.0999,2028,2529
171.1499,2866,2442
171.1999,2255,2349
171.2499,3192,2251
171.2999,1897,2150
171.3499,2134,2048
171.3999,1912,1945
171.4499,2013,1844
171.4999,1972,1746
171.5499,1290,1653
171.5999,1804,1566
171.6499,1398,1487
171.6999,925,1416
171.7499,1696,1356
171.7999,1756,1306
171.8499,1176,1269
171.8999,945,1243
171.9499,977,1230
171.9999,0,1230
172.0499,1533,1243
172.0999,1745,1269
172.1499,711,1306
172.1999,910,1356
172.2499,889,1416
172.2999,764,1487
172.3499,1826,1566
172.3999,3366,1653
172.4499,960,1746
172.4999,2625,1844
172.5499,1766,1945
172.5999,2456,2047
172.6499,2168,2150
172.6999,2138,2251
172.7499,2296,2349
172.7999,2133,2442
172.8499,2544,2529
172.8999,2662,2608
172.9499,2344,2679
172.9999,2502,2739
173.0499,2856,2789
173.0999,2462,2826
173.1499,1988,2852
173.1999,3304,2865
173.2499,4095,2865
173.2999,2487,2852
173.3499,3304,2826
173.3999,2369,2789
173.4499,4095,2739
173.4999,1956,2679
173.5499,2866,2608
173.5999,3392,2529
173.6499,2473,2442
173.6999,2364,2349
173.7499,2089,2251
173.7999,2025,2150
173.8499,2418,2047
173.8999,2409,1945
173.9499,2226,1844
173.9999,2055,1746
174.0499,1594,1653
174.0999,3085,1566
174.1499,3485,1487
174.1999,1899,1416
174.2499,1709,1356
174.2999,0,1306
174.3499,903,1269
174.3999,0,1243
174.4499,1642,1230
174.4999,1587,1230
174.5499,1299,1243
174.5999,1267,1269
174.6499,1461,1306
174.6999,0,1356
174.7499,861,1416
174.7999,1159,1487
174.8499,1680,1566
174.8999,1554,1653
174.9499,1444,1746
174.9999,2393,1844
175.0499,1749,1945
175.0999,2145,2048
175.1499,2906,2150
175.1999,1689,2251
175.2499,1773,2349
175.2999,3127,2442
175.3499,2783,2529
175.3999,2378,2608
175.4499,2861,2679
175.4999,3337,2739
175.5499,2931,2789
175.5999,1745,2826
175.6499,2378,2852
175.6999,2781,2865
175.7499,3047,2865
175.7999,3693,2852
175.8499,1743,2826
175.8999,2082,2789
175.9499,2824,2739
175.9999,3004,2679
176.0499,2229,2608
176.0999,2246,2529
176.1499,2318,2442
176.1999,2429,2349
176.2499,1999,2251
176.2999,1922,2150
176.3499,1996,2047
176.3999,1861,1945
176.4499,1517,1844
176.4999,2106,1746
176.5499,1968,1653
176.5999,1819,1566
176.6499,654,1487
176.6999,1605,1416
176.7499,1189,1356
176.7999,669,1306
176.8499,1192,1269
176.8999,1327,1243
176.9499,1002,1230
176.9999,1547,1230
177.0499,1921,1243
177.0999,962,1269
177.1499,1029,1306
177.1999,1499,1356
177.2499,942,1416
177.2999,1270,1487
177.3499,1727,1566
177.3999,1600,1653
177.4499,291,1746
177.4999,1836,1844
177.5499,2617,1945
177.5999,1672,2048
177.6499,4095,2150
177.6999,2104,2251
177.7499,1869,2349
177.7999,1329,2442
177.8499,2699,2529
177.8999,2271,2608
177.9499,0,2679
177.9999,2129,2739
178.0499,2710,2789
178.0999,2687,2826
178.1499,2913,2852
178.1999,2727,2865
178.2499,2535,2865
178.2999,2955,2852
178.3499,2971,2826
178.3999,2546,2789
178.4499,3264,2739
178.4999,3305,2679
178.5499,2429,2608
178.5999,3660,2529
178.6499,2729,2442
178.6999,2331,2349
178.7499,1949,2251
178.7999,3486,2150
178.8499,2515,2047
178.8999,1871,1945
178.9499,1303,1844
178.9999,2091,1746
179.0499,1327,1653
179.0999,2563,1566
179.1499,1675,1487
179.1999,1686,1416
179.2499,1041,1356
179.2999,0,1306
179.3499,1023,1269
179.3999,873,1243
179.4499,1662,1230
179.4999,1692,1230
179.5499,1172,1243
179.5999,276,1269
179.6499,1412,1306
179.6999,956,1356
179.7499,1611,1416
179.7999,2134,1487
179.8499,2031,1566
179.8999,1497,1653
179.9499,1369,1746
179.9999,2367,1844
180.0499,0,1945
180.0999,1434,2047
180.1499,2457,2150
180.1999,2215,2251
180.2499,2430,2349
180.2999,2760,2442
180.3499,3088,2529
180.3999,2963,2608
180.4499,2446,2679
180.4999,3129,2739
180.5499,2950,2789
180.5999,2734,2826
180.6499,1868,2852
180.6999,2887,2865
180.7499,2983,2865
180.7999,2651,2852
180.8499,2662,2826
180.8999,3124,2789
180.9499,2391,2739
180.9999,2971,2679
181.0499,2205,2608
181.0999,2675,2529
181.1499,2135,2442
181.1999,2209,2349
181.2499,3832,2251
181.2999,2179,2150
181.3499,1662,2048
181.3999,1853,1945
181.4499,2263,1844
181.4999,1928,1746
181.5499,937,1653
181.5999,1512,1566
181.6499,1327,1487
181.6999,1473,1416
181.7499,0,1356
181.7999,1449,1306
181.8499,2053,1269
181.8999,499,1243
181.9499,0,1230
181.9999,1487,1230
182.0499,1238,1243
182.0999,192,1269
182.1499,0,1306
182.1999,1124,1356
182.2499,1366,1416
182.2999,1206,1487
182.3499,1269,1566
182.3999,1763,1653
182.4499,1692,1746
182.4999,1744,1844
182.5499,1815,1945
182.5999,2005,2047
182.6499,4095,2150
182.6999,2529,2251
182.7499,2785,2349
182.7999,2630,2442
182.8499,1993,2529
182.8999,2427,2608
182.9499,3969,2679
182.9999,2619,2739
183.0499,3182,2789
183.0999,2921,2826
183.1499,2468,2852
183.1999,2801,2865
183.2499,2772,2865
183.2999,3364,2852
183.3499,3232,2826
183.3999,3427,2789
183.4499,3122,2739
183.4999,3024,2679
183.5499,2393,2608
183.5999,2926,2529
183.6499,1808,2442
183.6999,2369,2349
183.7499,2048,2251
183.7999,2111,2150
183.8499,2595,2048
183.8999,1373,1945
183.9499,1247,1844
183.9999,1336,1746
184.0499,1624,1653
184.0999,963,1566
184.1499,753,1487
184.1999,2025,1416
184.2499,988,1356
184.2999,1482,1306
184.3499,1778,1269
184.3999,1459,1243
184.4499,2053,1230
184.4999,1150,1230
184.5499,1253,1243
184.5999,955,1269
184.6499,2483,1306
184.6999,1444,1356
184.7499,1613,1416
184.7999,1569,1487
184.8499,2363,1566
184.8999,1689,1653
184.9499,1436,1746
184.9999,1653,1844
185.0499,2173,1945
185.0999,2301,2047
185.1499,2046,2150
185.1999,2208,2251
185.2499,2090,2349
185.2999,1964,2442
185.3499,2817,2529
185.3999,2337,2608
185.4499,2443,2679
185.4999,0,2739
185.5499,2681,2789
185.5999,2684,2826
185.6499,3235,2852
185.6999,2506,2865
185.7499,2832,2865
185.7999,3214,2852
185.8499,3379,2826
185.8999,2749,2789
185.9499,96,2739
185.9999,2231,2679
186.0499,2364,2608
186.0999,2552,2529
186.1499,2759,2442
186.1999,1980,2349
186.2499,1915,2251
186.2999,1848,2150
186.3499,2134,2047
186.3999,2071,1945
186.4499,1969,1844
186.4999,1227,1746
186.5499,1293,1653
186.5999,520,1566
186.6499,1217,1487
186.6999,1073,1416
186.7499,964,1356
186.7999,1452,1306
186.8499,1380,1269
186.8999,1057,1243
186.9499,1115,1230
186.9999,1530,1230
187.0499,1158,1243
187.0999,1134,1269
187.1499,1192,1306
187.1999,1247,1356
187.2499,1549,1416
187.2999,1934,1487
187.3499,2205,1566
187.3999,1647,1653
187.4499,1409,1746
187.4999,1224,1844
187.5499,2490,1945
187.5999,2462,2048
187.6499,1347,2150
187.6999,2419,2251
187.7499,2449,2349
187.7999,2030,2442
187.8499,2522,2529
187.8999,2738,2608
187.9499,3173,2679
187.9999,3065,2739
188.0499,3180,2789
188.0999,2979,2826
188.1499,2572,2852
188.1999,2613,2865
188.2499,3021,2865
188.2999,2528,2852
188.3499,2876,2826
188.3999,1766,2789
188.4499,3525,2739
188.4999,3031,2679
188.5499,2582,2608
188.5999,2730,2529
188.6499,2932,2442
188.6999,1781,2349
188.7499,2473,2251
188.7999,2637,2150
188.8499,2115,2047
188.8999,1973,1945
188.9499,2187,1844
188.9999,1999,1746
189.0499,1527,1653
189.0999,2082,1566
189.1499,1895,1487
189.1999,1148,1416
189.2499,1373,1356
189.2999,985,1306
189.3499,1138,1269
189.3999,981,1243
189.4499,831,1230
189.4999,1420,1230
189.5499,1021,1243
189.5999,519,1269
189.6499,1289,1306
189.6999,1464,1356
189.7499,3292,1416
189.7999,1892,1487
189.8499,706,1566
189.8999,1706,1653
189.9499,1673,1746
189.9999,1505,1844
190.0499,1772,1945
190.0999,2069,2048
190.1499,3033,2150
190.1999,2625,2251
190.2499,2886,2349
190.2999,2717,2442
190.3499,2558,2529
190.3999,2607,2608
190.4499,2836,2679
190.4999,2707,2739
190.5499,2109,2789
190.5999,2917,2826
190.6499,312,2852
190.6999,3296,2865
190.7499,1895,2865
190.7999,2982,2852
190.8499,2765,2826
190.8999,2654,2789
190.9499,2498,2739
190.9999,2361,2679
191.0499,1873,2608
191.0999,3009,2529
191.1499,2696,2442
191.1999,2514,2349
191.2499,2007,2251
191.2999,2749,2150
191.3499,1831,2047
191.3999,2070,1945
191.4499,1805,1844
191.4999,1763,1746
191.5499,1595,1653
191.5999,1425,1566
191.6499,1960,1487
191.6999,1326,1416
191.7499,0,1356
191.7999,760,1306
191.8499,1534,1269
191.8999,633,1243
191.9499,999,1230
191.9999,1511,1230
192.0499,1125,1243
192.0999,645,1269
192.1499,1044,1306
192.1999,3024,1356
192.2499,2138,1416
192.2999,2017,1487
192.3499,1530,1566
192.3999,2091,1653
192.4499,1455,1746
192.4999,1349,1844
192.5499,1671,1945
192.5999,2278,2048
192.6499,1627,2150
192.6999,2472,2251
192.7499,2726,2349
192.7999,1640,2442
192.8499,2275,2529
192.8999,3060,2608
192.9499,3085,2679
192.9999,2808,2739
193.0499,2469,2789
193.0999,2497,2826
193.1499,2706,2852
193.1999,2263,2865
193.2499,2907,2865
193.2999,2692,2852
193.3499,2694,2826
193.3999,3022,2789
193.4499,3094,2739
193.4999,2934,2679
193.5499,2525,2608
193.5999,2681,2529
193.6499,2682,2442
193.6999,2059,2349
193.7499,4095,2251
193.7999,2103,2150
193.8499,2174,2048
193.8999,4095,1945
193.9499,1856,1844
193.9999,1574,1746
194.0499,1056,1653
194.0999,1390,1566
194.1499,1593,1487
194.1999,1708,1416
194.2499,1898,1356
194.2999,916,1306
194.3499,1224,1269
194.3999,1067,1243
194.4499,1231,1230
194.4999,1076,1230
194.5499,1216,1243
194.5999,1250,1269
194.6499,1764,1306
194.6999,797,1356
194.7499,1429,1416
194.7999,984,1487
194.8499,1019,1566
194.8999,1214,1653
194.9499,1713,1746
194.9999,2151,1844
195.0499,2333,1945
195.0999,2115,2047
195.1499,2325,2150
195.1999,3011,2251
195.2499,1365,2349
195.2999,2609,2442
195.3499,3289,2529
195.3999,1449,2608
195.4499,2655,2679
195.4999,2036,2739
195.5499,3229,2789
195.5999,2641,2826
195.6499,2915,2852
195.6999,3012,2865
195.7499,1333,2865
195.7999,2163,2852
195.8499,3203,2826
195.8999,2927,2789
195.9499,2150,2739
195.9999,2969,2679
196.0499,2689,2608
196.0999,2491,2529
196.1499,2468,2442
196.1999,2626,2349
196.2499,2500,2251
196.2999,2382,2150
196.3499,2607,2048
196.3999,1705,1945
196.4499,1838,1844
196.4999,2214,1746
196.5499,1444,1653
196.5999,2956,1566
196.6499,1633,1487
196.6999,1246,1416
196.7499,1302,1356
196.7999,1092,1306
196.8499,1304,1269
196.8999,1741,1243
196.9499,617,1230
196.9999,924,1230
197.0499,1137,1243
197.0999,801,1269
197.1499,1642,1306
197.1999,1500,1356
197.2499,1373,1416
197.2999,1722,1487
197.3499,2047,1566
197.3999,1820,1653
197.4499,2254,1746
197.4999,1290,1844
197.5499,577,1945
197.5999,2056,2047
197.6499,1260,2150
197.6999,2595,2251
197.7499,1750,2349
197.7999,1589,2442
197.8499,1537,2529
197.8999,3185,2608
197.9499,2271,2679
197.9999,2773,2739
198.0499,2852,2789
198.0999,3224,2826
198.1499,2966,2852
198.1999,3437,2865
198.2499,2938,2865
198.2999,2903,2852
198.3499,2864,2826
198.3999,2987,2789
198.4499,2720,2739
198.4999,2103,2679
198.5499,2033,2608
198.5999,2257,2529
198.6499,2336,2442
198.6999,2494,2349
198.7499,1992,2251
198.7999,1829,2150
198.8499,1688,2047
198.8999,1936,1945
198.9499,1641,1844
198.9999,2069,1746
199.0499,1470,1653
199.0999,655,1566
199.1499,943,1487
199.1999,1119,1416
199.2499,1164,1356
199.2999,1360,1306
199.3499,1400,1269
199.3999,725,1243
199.4499,849,1230
199.4999,1939,1230
199.5499,1023,1243
199.5999,1047,1269
199.6499,1224,1306
199.6999,1138,1356
199.7499,3043,1416
199.7999,1403,1487
199.8499,1444,1566
199.8999,1961,1653
199.9499,1323,1746
199.9999,1892,1844
200.0499,3472,1945
200.0999,1913,2048
200.1499,2607,2150
200.1999,1691,2251
200.2499,2384,2349
200.2999,2686,2442
200.3499,2453,2529
200.3999,2542,2608
200.4499,2448,2679
200.4999,2184,2739
200.5499,3140,2789
200.5999,2721,2826
200.6499,2529,2852
200.6999,2168,2865
200.7499,2811,2865
200.7999,2573,2852
200.8499,3143,2826
200.8999,2426,2789
200.9499,3160,2739
200.9999,2344,2679
201.0499,2069,2608
201.0999,3012,2529
201.1499,1199,2442
201.1999,2063,2349
201.2499,2477,2251
201.2999,2107,2150
201.3499,1759,2047
201.3999,1345,1945
201.4499,1955,1844
201.4999,1792,1746
201.5499,1980,1653
201.5999,1538,1566
201.6499,0,1487
201.6999,1410,1416
201.7499,1302,1356
201.7999,2301,1306
201.8499,1151,1269
201.8999,1499,1243
201.9499,871,1230
201.9999,1479,1230
202.0499,1566,1243
202.0999,1298,1269
202.1499,1918,1306
202.1999,1454,1356
202.2499,1760,1416
202.2999,1043,1487
202.3499,1129,1566
202.3999,1488,1653
202.4499,2086,1746
202.4999,1583,1844
202.5499,2207,1945
202.5999,1357,2048
202.6499,2765,2150
202.6999,1976,2251
202.7499,2255,2349
202.7999,2760,2442
202.8499,2131,2529
202.8999,2419,2608
202.9499,585,2679
202.9999,2251,2739
203.0499,2930,2789
203.0999,2633,2826
203.1499,2997,2852
203.1999,2319,2865
203.2499,2845,2865
203.2999,2391,2852
203.3499,3463,2826
203.3999,2752,2789
203.4499,2677,2739
203.4999,3080,2679
203.5499,2735,2608
203.5999,2069,2529
203.6499,1334,2442
203.6999,2028,2349
203.7499,748,2251
203.7999,2179,2150
203.8499,1788,2047
203.8999,2658,1945
203.9499,1774,1844
203.9999,1588,1746
204.0499,1734,1653
204.0999,2075,1566
204.1499,480,1487
204.1999,2036,1416
204.2499,1451,1356
204.2999,1049,1306
204.3499,1725,1269
204.3999,2177,1243
204.4499,3362,1230
204.4999,3801,1230
204.5499,771,1243
204.5999,0,1269
204.6499,1221,1306
204.6999,1748,1356
204.7499,1124,1416
204.7999,750,1487
204.8499,1516,1566
204.8999,1677,1653
204.9499,2651,1746
204.9999,2047,1844
205.0499,1644,1945
205.0999,1496,2048
205.1499,2182,2150
205.1999,2400,2251
205.2499,2238,2349
205.2999,2269,2442
205.3499,3439,2529
205.3999,2881,2608
205.4499,3003,2679
205.4999,2919,2739
205.5499,2562,2789
205.5999,3495,2826
205.6499,2896,2852
205.6999,2892,2865
205.7499,4040,2865
205.7999,3920,2852
205.8499,2333,2826
205.8999,2086,2789
205.9499,2980,2739
205.9999,3065,2679
206.0499,2429,2608
206.0999,2066,2529
206.1499,1857,2442
206.1999,858,2349
206.2499,2560,2251
206.2999,2776,2150
206.3499,2318,2048
206.3999,2515,1945
206.4499,1202,1844
206.4999,1759,1746
206.5499,1751,1653
206.5999,1465,1566
206.6499,1425,1487
206.6999,1209,1416
206.7499,383,1356
206.7999,409,1306
206.8499,838,1269
206.8999,1036,1243
206.9499,499,1230
206.9999,1543,1230
207.0499,284,1243
207.0999,1418,1269
207.1499,2087,1306
207.1999,1017,1356
207.2499,1734,1416
207.2999,1667,1487
207.3499,994,1566
207.3999,3069,1653
207.4499,2059,1746
207.4999,1888,1844
207.5499,1628,1945
207.5999,1798,2047
207.6499,2277,2150
207.6999,2235,2251
207.7499,2210,2349
207.7999,1840,2442
207.8499,2390,2529
207.8999,2552,2608
207.9499,2926,2679
207.9999,2768,2739
208.0499,2789,2789
208.0999,3327,2826
208.1499,2583,2852
208.1999,3183,2865
208.2499,3002,2865
208.2999,3636,2852
208.3499,2621,2826
208.3999,2037,2789
208.4499,2201,2739
208.4999,2287,2679
208.5499,2608,2608
208.5999,2133,2529
208.6499,2527,2442
208.6999,1747,2349
208.7499,2966,2251
208.7999,1419,2150
208.8499,3059,2048
208.8999,1749,1945
208.9499,4095,1844
208.9999,2197,1746
209.0499,1663,1653
209.0999,1325,1566
209.1499,1361,1487
209.1999,914,1416
209.2499,1781,1356
209.2999,1256,1306
209.3499,1255,1269
209.3999,1167,1243
209.4499,1458,1230
209.4999,1330,1230
209.5499,1394,1243
209.5999,1636,1269
209.6499,1283,1306
209.6999,1180,1356
209.7499,779,1416
209.7999,1602,1487
209.8499,696,1566
209.8999,900,1653
209.9499,1431,1746
209.9999,1812,1844
210.0499,2324,1945
210.0999,2260,2047
210.1499,2284,2150
210.1999,1693,2251
210.2499,2511,2349
210.2999,2370,2442
210.3499,2762,2529
210.3999,2067,2608
210.4499,2250,2679
210.4999,2631,2739
210.5499,2890,2789
210.5999,3098,2826
210.6499,3148,2852
210.6999,2097,2865
210.7499,3181,2865
210.7999,3534,2852
210.8499,2742,2826
210.8999,2921,2789
210.9499,2474,2739
210.9999,2745,2679
211.0499,2930,2608
211.0999,2224,2529
211.1499,2693,2442
211.1999,3389,2349
211.2499,2534,2251
211.2999,1923,2150
211.3499,1439,2047
211.3999,1891,1945
211.4499,1922,1844
211.4999,2239,1746
211.5499,1617,1653
211.5999,0,1566
211.6499,939,1487
211.6999,1375,1416
211.7499,1127,1356
211.7999,1998,1306
211.8499,1667,1269
211.8999,1438,1243
211.9499,847,1230
211.9999,1849,1230
212.0499,817,1243
212.0999,1603,1269
212.1499,742,1306
212.1999,3347,1356
212.2499,1063,1416
212.2999,787,1487
212.3499,1896,1566
212.3999,1305,1653
212.4499,1705,1746
212.4999,1723,1844
212.5499,738,1945
212.5999,1923,2047
212.6499,1730,2150
212.6999,2621,2251
212.7499,2402,2349
212.7999,2169,2442
212.8499,2140,2529
212.8999,2536,2608
212.9499,2198,2679
212.9999,2509,2739
213.0499,3004,2789
213.0999,2567,2826
213.1499,2660,2852
213.1999,2761,2865
213.2499,2917,2865
213.2999,2163,2852
213.3499,2837,2826
213.3999,2708,2789
213.4499,3153,2739
213.4999,2416,2679
213.5499,2559,2608
213.5999,2958,2529
213.6499,2392,2442
213.6999,2362,2349
213.7499,2409,2251
213.7999,2506,2150
213.8499,1901,2047
213.8999,2296,1945
213.9499,2677,1844
213.9999,2084,1746
214.0499,2282,1653
214.0999,1562,1566
214.1499,1764,1487
214.1999,1967,1416
214.2499,1639,1356
214.2999,1078,1306
214.3499,1284,1269
